extractor,activation_function,optimizer,seq_len,model,accuracy,time,f1,recall,precision
MobileNetV2Extractor,tanh,adagrad,10,gru1,1.0,5.575210428237915,0.9960949598124684,0.99609375,0.9961295447509632
MobileNetV2Extractor,tanh,adagrad,10,gru2,1.0,9.321892595291137,1.0,1.0,1.0
MobileNetV2Extractor,tanh,adagrad,10,lstm1,0.9994799494743347,5.946873998641967,1.0,1.0,1.0
MobileNetV2Extractor,tanh,adagrad,10,lstm2,1.0,10.724999189376831,1.0,1.0,1.0
MobileNetV2Extractor,tanh,adagrad,20,gru1,1.0,5.578161287307739,0.9963425281762062,0.9963414634146341,0.9963720900720767
MobileNetV2Extractor,tanh,adagrad,20,gru2,1.0,9.384374856948853,1.0,1.0,1.0
MobileNetV2Extractor,tanh,adagrad,20,lstm1,0.9994799494743347,6.003123092651367,1.0,1.0,1.0
MobileNetV2Extractor,tanh,adagrad,20,lstm2,1.0,10.765625190734863,1.0,1.0,1.0
MobileNetV2Extractor,tanh,adagrad,50,gru1,1.0,5.609374046325684,0.9952175928718388,0.9952127659574468,0.9952712220283592
MobileNetV2Extractor,tanh,adagrad,50,gru2,1.0,9.37812418937683,1.0,1.0,1.0
MobileNetV2Extractor,tanh,adagrad,50,lstm1,0.9994799494743347,5.968748950958252,1.0,1.0,1.0
MobileNetV2Extractor,tanh,adagrad,50,lstm2,1.0,10.734374237060546,1.0,1.0,1.0
MobileNetV2Extractor,sigmoid,adam,10,gru1,1.0,5.581249713897705,1.0,1.0,1.0
MobileNetV2Extractor,sigmoid,adam,10,gru2,1.0,9.584374809265137,1.0,1.0,1.0
MobileNetV2Extractor,sigmoid,adam,10,lstm1,1.0,4.540625381469726,0.9995311056283818,0.99953125,0.9995316961453046
MobileNetV2Extractor,sigmoid,adam,10,lstm2,1.0,9.950000286102295,1.0,1.0,1.0
MobileNetV2Extractor,sigmoid,adam,20,gru1,1.0,5.178126049041748,1.0,1.0,1.0
MobileNetV2Extractor,sigmoid,adam,20,gru2,1.0,8.809375333786011,1.0,1.0,1.0
MobileNetV2Extractor,sigmoid,adam,20,lstm1,1.0,6.053125429153442,1.0,1.0,1.0
MobileNetV2Extractor,sigmoid,adam,20,lstm2,1.0,9.96875033378601,1.0,1.0,1.0
MobileNetV2Extractor,sigmoid,adam,50,gru1,1.0,5.590624713897705,1.0,1.0,1.0
MobileNetV2Extractor,sigmoid,adam,50,gru2,1.0,9.543765115737916,1.0,1.0,1.0
MobileNetV2Extractor,sigmoid,adam,50,lstm1,1.0,5.981250143051147,1.0,1.0,1.0
MobileNetV2Extractor,sigmoid,adam,50,lstm2,1.0,8.943750429153443,1.0,1.0,1.0
MobileNetV2Extractor,sigmoid,sgd,10,gru1,0.9377708435058594,5.5,0.8875432110051542,0.89453125,0.9034290026915085
MobileNetV2Extractor,sigmoid,sgd,10,gru2,0.5715028643608093,9.11249942779541,0.32451699785317834,0.49203125,0.2420947509765625
MobileNetV2Extractor,sigmoid,sgd,10,lstm1,0.9949731230735779,5.8593748092651365,0.993412487766126,0.9934375,0.9935400861911377
MobileNetV2Extractor,sigmoid,sgd,10,lstm2,0.5715028643608093,10.296875095367431,0.32451699785317834,0.49203125,0.2420947509765625
MobileNetV2Extractor,sigmoid,sgd,20,gru1,0.9377708435058594,5.518749952316284,0.886984722436815,0.8945993031358885,0.9028685247541104
MobileNetV2Extractor,sigmoid,sgd,20,gru2,0.5715028643608093,9.13749976158142,0.3409099277554393,0.506794425087108,0.2568405892993723
MobileNetV2Extractor,sigmoid,sgd,20,lstm1,0.9949731230735779,5.931250047683716,0.9919606213312983,0.99198606271777,0.9921959901982219
MobileNetV2Extractor,sigmoid,sgd,20,lstm2,0.5715028643608093,10.38810977935791,0.3409099277554393,0.506794425087108,0.2568405892993723
MobileNetV2Extractor,sigmoid,sgd,50,gru1,0.9377708435058594,5.565625333786011,0.8961793644245368,0.9045212765957447,0.9102130587114086
MobileNetV2Extractor,sigmoid,sgd,50,gru2,0.5715028643608093,9.532002305984497,0.428439698429559,0.5821808510638298,0.3389345433454052
MobileNetV2Extractor,sigmoid,sgd,50,lstm1,0.9951464533805847,5.947334241867066,0.9917239981939899,0.9917553191489362,0.9920252083848211
MobileNetV2Extractor,sigmoid,sgd,50,lstm2,0.5715028643608093,11.634492874145508,0.428439698429559,0.5821808510638298,0.3389345433454052
MobileNetV2Extractor,sigmoid,adagrad,10,gru1,0.5715028643608093,5.600241756439209,0.36045613461194664,0.5090625,0.5394143667540932
MobileNetV2Extractor,sigmoid,adagrad,10,gru2,0.5715028643608093,9.308027839660644,0.32451699785317834,0.49203125,0.2420947509765625
MobileNetV2Extractor,sigmoid,adagrad,10,lstm1,0.5715028643608093,5.946875190734863,0.32451699785317834,0.49203125,0.2420947509765625
MobileNetV2Extractor,sigmoid,adagrad,10,lstm2,0.5715028643608093,10.718749856948852,0.32451699785317834,0.49203125,0.2420947509765625
MobileNetV2Extractor,sigmoid,adagrad,20,gru1,0.5715028643608093,5.58128719329834,0.3812144015617802,0.5259581881533101,0.5468762106930889
MobileNetV2Extractor,sigmoid,adagrad,20,gru2,0.5715028643608093,9.362499904632568,0.3409099277554393,0.506794425087108,0.2568405892993723
MobileNetV2Extractor,sigmoid,adagrad,20,lstm1,0.5715028643608093,5.934374809265137,0.3409099277554393,0.506794425087108,0.2568405892993723
MobileNetV2Extractor,sigmoid,adagrad,20,lstm2,0.5715028643608093,10.690624046325684,0.3409099277554393,0.506794425087108,0.2568405892993723
MobileNetV2Extractor,sigmoid,adagrad,50,gru1,0.5715028643608093,5.581249952316284,0.46383993590849243,0.5986702127659574,0.58823407995121
MobileNetV2Extractor,sigmoid,adagrad,50,gru2,0.5715028643608093,9.32499942779541,0.428439698429559,0.5821808510638298,0.3389345433454052
MobileNetV2Extractor,sigmoid,adagrad,50,lstm1,0.5715028643608093,5.912500190734863,0.428439698429559,0.5821808510638298,0.3389345433454052
MobileNetV2Extractor,sigmoid,adagrad,50,lstm2,0.5715028643608093,10.678125047683716,0.428439698429559,0.5821808510638298,0.3389345433454052
